grammar_accuracy,syntactic_complexity,lexical_diversity,cohesion,text_difficulty,register_informality,written_formality,cefr
1.0,0.0675,0.8135135135135134,0.0,0.0,0.06906906906906907,0.9309309309309309,A2
1.0,0.14166666666666666,0.8306122448979592,0.0,0.0,0.02494331065759636,0.9750566893424036,A2
1.0,0.027777777777777776,0.7843749999999999,0.0,0.0,0.09722222222222221,0.9027777777777778,A2
1.0,0.12813725490196076,0.7078947368421052,0.1421052631578947,0.1296875,0.23976608187134496,0.760233918128655,A2
1.0,0.13305322128851538,0.7507042253521127,0.0,0.004742388758782213,0.045383411580594675,0.9546165884194053,A2
1.0,0.03875000000000001,0.6912820512820513,0.04722222222222222,0.0,0.007407407407407408,0.9925925925925926,A2
1.0,0.07303921568627453,0.7150943396226415,0.0,0.02083333333333339,0.09853249475890985,0.9014675052410901,A2
1.0,0.10403828197945846,0.7461538461538462,0.0,0.0125,0.1282051282051282,0.8717948717948718,A2
1.0,0.02761904761904762,0.7468085106382978,0.0,0.0,0.0780141843971631,0.9219858156028369,A2
1.0,0.26764705882352946,0.6872130801687765,0.0,0.09619402985074625,0.0014064697609001324,0.9985935302390999,A2
1.0,0.08839869281045751,0.7,0.0,0.0,0.06204906204906203,0.937950937950938,A2
1.0,0.06339869281045751,0.7347826086956522,0.0,0.02283783783783786,0.08212560386473428,0.9178743961352658,A2
1.0,0.04666666666666666,0.725,0.0,0.04378787878787875,0.0,1.0,A2
1.0,0.18,0.7210526315789473,0.0,0.0,0.08382066276803117,0.9161793372319689,A2
1.0,0.051515151515151514,0.6925806451612904,0.0,0.00032467532467537195,0.0833333333333333,0.9166666666666667,A2
1.0,0.09058823529411764,0.7651162790697674,0.0,0.0,0.04392764857881135,0.9560723514211886,A2
1.0,0.4111111111111111,0.8517241379310344,0.0,0.18560606060606055,0.003831417624521065,0.9961685823754789,A2
1.0,0.044444444444444446,0.7,0.07777777777777778,0.0,0.1111111111111111,0.8888888888888888,A2
1.0,0.05,0.7545454545454545,0.0,0.0666666666666667,0.17171717171717163,0.8282828282828284,A2
1.0,0.03333333333333333,0.7999999999999999,0.024999999999999994,0.0,0.0849673202614379,0.9150326797385621,A2
1.0,0.0376750700280112,0.6897916666666667,0.0,0.0,0.10197869101978689,0.8980213089802132,A2
1.0,0.03518518518518519,0.7307692307692307,0.0,0.019656862745098015,0.16239316239316237,0.8376068376068376,A2
1.0,0.06238095238095239,0.7263723051409617,0.0661691542288557,0.0,0.12106135986732998,0.87893864013267,A2
1.0,0.04722222222222222,0.7192857142857142,0.0,0.17878989361702127,0.12698412698412695,0.873015873015873,A2
1.0,0.0225,0.7565217391304347,0.0,0.0,0.08212560386473428,0.9178743961352658,A2
1.0,0.7,0.9271186440677965,0.0,1.0,0.0018832391713747654,0.9981167608286252,A2
1.0,0.07829131652661064,0.7347826086956522,0.0,0.0,0.1143317230273752,0.8856682769726248,A2
1.0,0.027513227513227514,0.7275108695652175,0.0,0.0,0.08212560386473428,0.9178743961352658,A2
1.0,0.08166666666666667,0.7531249999999999,0.0,0.04711538461538467,0.06249999999999998,0.9375,A2
1.0,0.027777777777777776,0.7883720930232557,0.0,0.0,0.1472868217054263,0.8527131782945737,A2
1.0,0.044444444444444446,0.7791666666666667,0.008333333333333331,0.0,0.0,1.0,A2
1.0,0.0771043771043771,0.7320987654320987,0.048971193415637854,0.0,0.21810699588477364,0.7818930041152263,A2
1.0,0.04632034632034632,0.7487179487179487,0.0,0.0,0.3447293447293447,0.6552706552706553,A2
1.0,0.04107142857142857,0.7833333333333333,0.0,0.10055147058823533,0.18518518518518515,0.8148148148148149,A2
1.0,0.04341736694677871,0.6816666666666668,0.07777777777777778,0.08809523809523814,0.03703703703703702,0.962962962962963,A2
1.0,0.04722222222222223,0.7,0.0,0.0,0.0909090909090909,0.9090909090909091,A2
1.0,0.06666666666666667,0.7999999999999999,0.0,0.0,0.0909090909090909,0.9090909090909091,A2
1.0,0.06,0.7680851063829787,0.0,0.0,0.12529550827423167,0.8747044917257684,A2
1.0,0.15898692810457515,0.8192307692307692,0.0,0.0,0.10256410256410255,0.8974358974358975,A2
1.0,0.050793650793650794,0.7883720930232557,0.0,0.125,0.0,1.0,A2
1.0,0.06967787114845939,0.5858594594594596,0.10714285714285715,0.0,0.039039039039039033,0.960960960960961,A2
1.0,0.036111111111111115,0.7615384615384615,0.0,0.0,0.05982905982905982,0.9401709401709402,A2
1.0,0.020833333333333336,0.6276984126984125,0.0,0.0,0.13580246913580243,0.8641975308641976,A2
1.0,0.36588235294117644,0.6845238095238094,0.06190476190476191,0.1817857142857143,0.07936507936507935,0.9206349206349207,A2
1.0,0.15745098039215688,0.7545454545454545,0.1181818181818182,0.10357142857142856,0.0909090909090909,0.9090909090909091,A2
1.0,0.24045284780578902,0.7482758620689655,0.0,0.1345238095238095,0.0676883780332056,0.9323116219667944,A2
1.0,0.4637254901960784,0.7318181818181818,0.0,0.15178571428571425,0.04040404040404038,0.9595959595959597,A2
1.0,0.3941176470588236,0.7473684210526316,0.1421052631578947,0.2912878787878788,0.06432748538011694,0.9356725146198831,A2
1.0,0.2376470588235294,0.8161290322580644,0.0,0.4181481481481482,0.0,1.0,A2
1.0,0.9,0.8135135135135134,0.14684684684684685,0.8647058823529413,0.06906906906906907,0.9309309309309309,A2
1.0,0.24078431372549017,0.7754098360655737,0.0,0.09407407407407416,0.07103825136612019,0.9289617486338798,A2
1.0,0.7,0.7716981132075471,0.0,0.8472222222222221,0.0,1.0,A2
1.0,0.5225490196078431,0.811111111111111,0.0,0.5803571428571429,0.0,1.0,A2
1.0,0.7333333333333333,0.7712643678160919,0.04329501915708812,0.5346153846153847,0.11877394636015322,0.8812260536398467,A2
1.0,0.46797385620915033,0.7354838709677419,0.0,0.3171568627450981,0.06810035842293904,0.931899641577061,A2
1.0,0.4339869281045752,0.730909090909091,0.0,0.26547619047619053,0.03703703703703702,0.962962962962963,A2
1.0,0.05111111111111112,0.85,0.0,0.23555555555555552,0.05555555555555553,0.9444444444444444,A2
1.0,0.40857843137254907,0.8227272727272726,0.042424242424242434,0.44166666666666676,0.09090909090909088,0.9090909090909092,A2
1.0,0.04763329893360854,0.7999999999999999,0.009401709401709398,0.2546739984289081,0.07407407407407404,0.9259259259259259,A2
1.0,0.022222222222222223,0.7666666666666666,0.040740740740740744,0.16092342342342345,0.03703703703703702,0.962962962962963,A2
1.0,0.33725490196078434,0.8842696629213482,0.04157303370786517,0.4304324894514767,0.0636704119850187,0.9363295880149813,A2
1.0,0.33837535014005604,0.8229357798165137,0.0,0.31034609720176737,0.0,1.0,A2
1.0,0.1232843137254902,0.8595238095238095,0.1253968253968254,0.3788099315068493,0.047619047619047596,0.9523809523809524,A2
1.0,0.3976890756302522,0.6905584148224394,0.03625914315569487,0.5071428571428571,0.061302681992337155,0.9386973180076629,A2
1.0,0.1478680361033302,0.7486071972581876,0.0,0.19898989898989905,0.08690869086908688,0.9130913091309131,A2
1.0,0.2054901960784314,0.8294117647058823,0.0,0.21311320754716973,0.07563025210084033,0.9243697478991597,A2
1.0,0.6269607843137255,0.8384615384615384,0.0,0.4404367469879517,0.0354090354090354,0.9645909645909646,A2
1.0,0.35921568627450984,0.8857142857142857,0.0,0.29387096774193555,0.047619047619047596,0.9523809523809524,A2
1.0,0.5111111111111111,0.7827586206896552,0.0,0.4605345911949687,0.11877394636015322,0.8812260536398467,A2
1.0,0.5627450980392156,0.7999999999999999,0.0,0.1652027027027027,0.0,1.0,A2
1.0,0.33588235294117647,0.6943753781004236,0.0,0.20711267605633807,0.016602809706257972,0.9833971902937421,A2
1.0,0.20281045751633986,0.7666666666666666,0.07777777777777778,0.336923076923077,0.03703703703703702,0.962962962962963,A2
1.0,0.47058823529411764,0.7,0.0,0.1294354838709678,0.0,1.0,A2
1.0,0.6666666666666666,0.7262295081967213,0.0,0.7747549019607842,0.0,1.0,A2
1.0,0.07712789661319075,0.7536082474226804,0.03539518900343642,0.07781385281385286,0.0263459335624284,0.9736540664375716,A2
1.0,0.22549019607843138,0.7999999999999999,0.0,0.09047619047619052,0.01960784313725489,0.9803921568627451,A2
1.0,0.6333333333333333,0.7102564102564102,0.0,0.5522727272727274,0.0028490028490028383,0.9971509971509972,A2
1.0,0.7999999999999999,0.7999999999999999,0.0,1.0,0.0,1.0,A2
1.0,0.3697712418300654,0.7931506849315068,0.05799086757990867,0.3310483870967742,0.0,1.0,A2
1.0,0.3529411764705882,0.7799999999999999,0.1,0.32619047619047625,0.0,1.0,A2
1.0,0.32352941176470584,0.8777777777777777,0.11481481481481483,0.20752032520325203,0.0,1.0,A2
1.0,0.305359477124183,0.7999999999999999,0.14684684684684685,0.1537878787878788,0.12912912912912913,0.8708708708708709,A2
1.0,0.7833333333333333,0.925,0.0,0.625,0.16666666666666663,0.8333333333333334,A2
1.0,0.16813725490196077,0.7727272727272727,0.08787878787878788,0.3625,0.010101010101010088,0.98989898989899,A2
1.0,0.3156862745098039,0.7946236559139784,0.0,0.5301282051282051,0.08004778972520908,0.9199522102747909,A2
1.0,0.24873949579831933,0.8061728395061728,0.0,0.2207983193277311,0.026063100137174194,0.9739368998628258,A2
1.0,0.18251633986928106,0.7805194805194805,0.0,0.7041666666666666,0.00432900432900433,0.9956709956709957,A2
1.0,0.7333333333333333,0.8140186915887849,0.0,0.6822695035460992,0.0,1.0,A2
1.0,0.85,0.8747126436781608,0.0,1.0,0.0676883780332056,0.9323116219667944,A2
1.0,0.29460784313725485,0.7098360655737704,0.0,0.20860849056603775,0.07103825136612019,0.9289617486338798,A2
1.0,0.85,0.9081081081081082,0.05675675675675675,0.7636904761904763,0.009009009009009009,0.990990990990991,A2
1.0,0.65,0.7999999999999999,0.0,0.45138888888888895,0.09853249475890985,0.9014675052410901,A2
1.0,0.14360410830999068,0.8185185185185184,0.09012345679012344,0.0809139784946236,0.15637860082304525,0.8436213991769548,A2
1.0,0.22162464985994398,0.8333333333333333,0.0,0.5245129870129871,0.0,1.0,A2
1.0,0.7333333333333333,0.8512820512820513,0.012836438923395435,0.40476190476190477,0.14529914529914528,0.8547008547008548,A2
1.0,0.14692810457516342,0.8156249999999999,0.0,0.4050000000000001,0.027777777777777766,0.9722222222222222,A2
1.0,0.3013480392156863,0.7765100671140939,0.011409395973154364,0.21182539682539686,0.06785980611483965,0.9321401938851603,A2
1.0,0.3558377896613191,0.7259259259259259,0.13127572016460903,0.21103896103896105,0.13580246913580243,0.8641975308641976,A2
1.0,0.21066547831253712,0.7714285714285714,0.004729109274563811,0.0005952380952381376,0.14285714285714282,0.8571428571428572,A2
1.0,0.10722689075630251,0.7285714285714285,0.053246753246753244,0.04107142857142856,0.033189033189033164,0.9668109668109668,A2
1.0,0.23333333333333334,0.8121951219512195,0.0,0.07745098039215695,0.051490514905149026,0.948509485094851,A2
1.0,0.5790849673202615,0.7677419354838709,0.0,0.28505747126436776,0.1397849462365591,0.8602150537634409,A2
1.0,0.2287581699346405,0.7999999999999999,0.0,0.1458333333333334,0.0909090909090909,0.9090909090909091,A2
1.0,0.2157258863141216,0.7705882352941176,0.015686274509803918,0.18939393939393945,0.19934640522875813,0.8006535947712419,A2
1.0,0.07523809523809523,0.837037037037037,0.09012345679012344,0.0,0.053497942386831254,0.9465020576131687,A2
1.0,0.5856209150326798,0.7615384615384615,0.0,0.2765151515151515,0.09401709401709402,0.905982905982906,A2
1.0,0.3049019607843137,0.7615384615384615,0.0,0.008333333333333392,0.23076923076923075,0.7692307692307693,A2
1.0,0.03916666666666667,0.7526284246575342,0.05799086757990867,0.0,0.13242009132420088,0.8675799086757991,A2
1.0,0.057550292844410496,0.763157894736842,0.03684210526315789,0.0,0.1461988304093567,0.8538011695906433,A2
1.0,0.06236383442265797,0.7666666666666666,0.055555555555555566,0.0,0.1259259259259259,0.8740740740740741,A2
1.0,0.09901960784313725,0.7,0.05799086757990867,0.0,0.07153729071537289,0.9284627092846272,A2
1.0,0.08400673400673402,0.7651162790697674,0.04418604651162791,0.042621419676214245,0.1472868217054263,0.8527131782945737,A2
1.0,0.01960784313725489,0.7,0.10272108843537416,0.0,0.07029478458049883,0.9297052154195011,A2
1.0,0.029875222816399285,0.7888888888888889,0.0,0.0,0.20987654320987656,0.7901234567901234,A2
1.0,0.10339635854341739,0.7999999999999999,0.12051282051282053,0.0,0.1452991452991453,0.8547008547008547,A2
1.0,0.04656862745098039,0.7142857142857143,0.0,0.0,0.1111111111111111,0.8888888888888888,A2
1.0,0.04000000000000001,0.7285714285714285,0.0,0.0,0.14862914862914858,0.8513708513708514,A2
1.0,0.2144607843137255,0.6328084415584414,0.053246753246753244,0.0039215686274509665,0.0909090909090909,0.9090909090909091,A2
1.0,0.1653921568627451,0.8084745762711864,0.0,0.2407692307692308,0.07721280602636532,0.9227871939736347,A2
1.0,0.6,0.9296296296296296,0.2135802469135802,0.24615384615384617,0.3333333333333333,0.6666666666666667,A2
1.0,0.030952380952380953,0.7107142857142856,0.0,0.16071428571428575,0.08730158730158728,0.9126984126984127,A2
1.0,0.06350267379679145,0.7,0.03684210526315789,0.05536890645586299,0.0,1.0,A2
1.0,0.13676470588235293,0.7999999999999999,0.0,0.0001524390243902829,0.13043478260869562,0.8695652173913044,A2
1.0,0.09338235294117647,0.7615384615384615,0.0,0.00661764705882355,0.11680911680911678,0.8831908831908832,A2
1.0,0.2303921568627451,0.7814814814814814,0.0,0.008333333333333392,0.13580246913580243,0.8641975308641976,A2
1.0,0.4632352941176471,0.7883720930232557,0.07647058823529412,0.3039473684210526,0.2506459948320413,0.7493540051679587,A2
1.0,0.2068627450980392,0.7657534246575342,0.05799086757990867,0.0,0.10197869101978689,0.8980213089802132,A2
